Countries,Years,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,HepatitisBVacc,Measles,BMI>25%,under-fivedeaths,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources,Schooling
Ghana,705,0,63,275,41,1.78,93,82,24.2,61,92,4.85,93,2.2,7.5,7.4,0.53,9.8
Ghana,706,0,59.9,280,41,1.25,94,6,23.6,61,94,5.3,94,2.6,7.7,7.6,0.519,9.1
Ghana,707,0,59.4,288,41,1.7,84,420,23,62,84,4.64,84,2.9,7.9,7.9,0.51,8.7
Ghana,708,0,58.9,296,41,1.5,84,435,22.4,62,85,4.51,84,3.1,8.1,8.1,0.499,8.1
Ghana,709,0,58.3,304,41,1.46,80,60,21.8,62,81,3.96,80,3.2,8.4,8.3,0.491,7.7
Ghana,710,0,57.9,308,41,1.53,80,1939,21.2,63,80,3.12,80,3.4,8.6,8.5,0.489,7.9
Ghana,711,0,57.6,310,42,1.6,80,12289,20.7,63,80,3.7,78,3.5,8.8,8.8,0.484,7.6
Greece,712,0,88,73,0,7.53,96,1,66,0,99,8.8,99,0.1,0.8,0.7,0.862,17.2
Greece,713,0,86,74,0,7.46,98,3,65.4,0,99,9.26,99,0.1,0.8,0.7,0.86,17.1
Greece,714,0,84,76,0,8.2,98,3,64.9,0,99,9.24,99,0.1,0.8,0.7,0.858,16.8
Greece,715,0,85,76,0,8.02,95,40,64.3,0,99,9.77,99,0.1,0.8,0.7,0.86,16.7
Greece,716,0,83,76,0,9,95,149,63.7,0,99,9.18,99,0.1,0.8,0.7,0.859,16.4
Greece,717,0,80,78,0,9.08,95,2,63.1,0,99,9.76,99,0.1,0.8,0.7,0.857,16.2
Greece,718,0,79.9,77,0,9.51,95,1,62.4,0,99,9.76,99,0.1,0.8,0.7,0.853,15.9
Greece,719,0,79.4,80,0,9.67,95,2,61.8,0,99,9.41,99,0.1,0.8,0.7,0.855,16.4
Greece,720,0,79.7,77,0,9.42,94,0,61.2,1,98,9.34,98,0.1,0.8,0.7,0.85,16.3
Greece,721,0,79.3,81,0,9.95,93,122,60.5,1,96,9.36,96,0.1,0.8,0.7,0.839,15.6
Greece,722,0,79.2,81,0,9.56,92,1,59.9,1,95,8.3,95,0.1,0.8,0.8,0.83,15.3
Greece,723,0,79.1,81,0,9.46,92,0,59.2,1,93,8.61,94,0.1,0.8,0.8,0.823,15.2
Greece,724,0,79,81,1,8.09,91,5,58.6,1,92,8.72,92,0.1,0.8,0.8,0.811,14.6
Greece,725,0,78.7,83,1,8.62,90,12,58,1,90,8.47,91,0.1,0.9,0.8,0.801,14.2
Greece,726,0,78.2,84,1,8.48,89,56,57.4,1,89,7.6,89,0.1,0.9,0.8,0.794,13.9
Grenada,727,0,73.5,143,0,8.42,97,0,47.4,0,81,6.1,97,0.1,3.8,3.8,0.749,15.8
Grenada,728,0,73.3,144,0,8.25,97,0,46.5,0,98,6.15,97,0.1,3.8,3.8,0.746,15.8
Grenada,729,0,73.1,146,0,8.07,97,0,45.6,0,98,6.36,97,0.1,3.8,3.8,0.744,15.8
Grenada,730,0,72.9,150,0,7.84,94,0,44.7,0,95,6.35,95,0.1,3.8,3.8,0.741,15.8
Guatemala,731,0,71.7,187,10,1.88,73,0,49.9,13,65,6.2,73,0.4,1.2,1.2,0.614,10.7
Guatemala,732,0,71.4,189,11,1.93,85,0,49.3,13,84,6.3,85,0.4,1.2,1.2,0.611,10.7
Guatemala,733,0,71.3,189,11,2.02,96,0,48.6,13,94,6.33,96,0.4,1.2,1.2,0.616,10.6
Guatemala,734,0,71.1,193,11,2.16,88,0,47.9,14,88,6.28,88,0.4,1.2,1.2,0.609,10.5
Guatemala,735,0,77,196,12,2.14,94,0,47.2,14,94,6.64,94,0.4,1.3,1.3,0.602,10.5
Guatemala,736,0,76,198,12,2.14,92,0,46.5,15,92,6.79,92,0.4,1.3,1.3,0.596,10.4
Guatemala,737,0,79,190,13,2.21,95,0,45.9,15,96,6.65,95,0.4,1.3,1.3,0.589,10.4
Guatemala,738,0,75,192,13,2.4,85,0,45.2,16,85,6.86,85,0.4,1.3,1.3,0.578,10.1
Guatemala,739,0,69.7,204,14,2.38,89,0,44.5,17,90,7.7,89,0.4,1.4,1.4,0.57,9.8
Guatemala,740,0,69.2,208,14,2.35,87,0,43.8,18,87,6.79,87,0.4,1.4,1.4,0.567,9.6
Guinea,741,0,58.1,299,27,0.01,51,175,22.7,41,42,5.64,51,0.5,7.5,7.4,0.412,8.6
Guinea,742,0,58.8,284,27,0.01,63,53,22.2,41,63,5.49,63,1,7.7,7.6,0.406,8.5
Guinea,743,0,58.4,288,28,0.01,62,6,21.7,42,63,5.39,62,1.9,7.8,7.8,0.396,8.5
Guinea,744,0,58.1,290,28,0.22,63,11,21.2,43,63,4.73,63,2,8,8,0.385,8.4
Guinea,745,0,57.8,291,29,0.2,64,45,20.8,44,62,4.55,64,2.2,8.2,8.2,0.38,8.3
Guinea,746,0,57.3,297,29,0.18,57,264,20.3,46,60,3.85,57,2.3,8.4,8.4,0.376,8.1
Guinea,747,0,56.8,303,30,0.21,57,89,19.8,47,59,3.21,60,2.3,8.6,8.6,0.371,7.9
Guinea,748,0,56.4,306,31,0.19,57,3,19.4,48,46,3.8,63,2.4,8.9,8.8,0.364,7.6
Guinea-Bissau,749,0,58.4,282,4,0.01,87,1,25.6,6,87,5.59,87,3.4,7.3,7.1,0.419,9.2
Guinea-Bissau,750,0,58.1,279,4,0.01,87,0,25,6,87,6.14,87,4.5,7.5,7.3,0.415,9.1
Guinea-Bissau,751,0,57.6,285,4,0.01,87,0,24.3,6,87,5.96,87,5.3,7.7,7.5,0.416,9.1
Guinea-Bissau,752,0,57.1,289,4,3.57,86,0,23.7,7,85,5.46,86,5.7,7.8,7.7,0.41,9
Guinea-Bissau,753,0,56.7,287,4,3.21,83,26,23.1,7,82,6.7,83,5.9,8,7.9,0.405,8.9
Guinea-Bissau,754,0,56.3,288,4,2.55,80,0,22.5,7,78,6.81,80,6,8.3,8.1,0.401,8.9
Guyana,755,0,66,217,0,7.64,98,0,45.9,1,97,5.25,98,0.3,5.5,5.3,0.636,10.3
Guyana,756,0,65.9,218,0,7.56,98,0,45,1,98,5.1,98,0.3,5.5,5.3,0.633,10.3
Guyana,757,0,65.8,220,0,7.57,97,0,44.1,1,97,6.57,97,0.3,5.6,5.3,0.63,10.6
Guyana,758,0,65.6,229,0,7.56,93,0,43.2,1,93,6.8,93,0.4,5.6,5.3,0.624,10.3
Guyana,759,0,65.9,221,0,7.52,95,0,42.4,1,95,6.6,95,0.4,5.6,5.3,0.618,10.2
Guyana,760,0,66.1,218,0,7.49,98,0,41.6,1,97,7.32,98,0.3,5.6,5.4,0.618,10.5
Guyana,761,0,66.3,218,1,7.32,93,0,40.9,1,93,7.46,93,0.8,5.6,5.4,0.618,10.7
Guyana,762,0,65.7,232,1,7.2,94,0,40.3,1,94,6.45,94,1.9,5.7,5.5,0.62,11.2
Guyana,763,0,65.2,240,1,7.04,93,0,39.6,1,92,4.67,93,1.1,5.7,5.5,0.622,11.7
Guyana,764,0,65,238,1,7.35,93,0,39,1,93,5.83,93,1.8,5.7,5.5,0.619,11.4
Guyana,765,0,65.1,237,1,7.84,91,0,38.4,1,91,5.73,91,1.9,5.8,5.6,0.613,11.2
Guyana,766,0,65.3,237,1,7.93,90,0,37.8,1,91,5.97,90,2.1,5.8,5.6,0.611,11.1
Guyana,767,0,65.3,244,1,7.73,91,0,37.1,1,93,5.84,91,2.3,5.9,5.7,0.609,11
Guyana,768,0,65.4,247,1,6.71,85,0,36.4,1,90,5.82,85,1.7,5.9,5.7,0.606,10.9
Haiti,769,0,63.1,245,14,0.01,48,0,48.8,19,55,7.56,48,0.5,3.9,3.9,0.487,9.1
Haiti,770,0,62.7,253,14,5.68,68,0,47.7,19,67,8.1,68,0.5,3.9,3.9,0.483,9.1
Honduras,771,0,74.5,149,3,2.87,97,0,50.2,4,97,8.72,97,0.3,2.1,2.1,0.618,11.4
Honduras,772,0,74.3,150,4,3.11,97,0,49.3,4,97,9.15,97,0.4,2.2,2.1,0.614,11.6
Honduras,773,0,74.1,151,4,3.11,97,0,48.4,4,97,9.78,97,0.4,2.2,2.1,0.614,11.6
Honduras,774,0,73.9,153,4,3.1,97,0,47.6,5,97,8.57,97,0.4,2.2,2.2,0.611,11.7
Honduras,775,0,73.6,156,4,3.1,97,0,46.8,5,97,8.45,97,0.4,2.3,2.2,0.606,11.5
Honduras,776,0,73.4,157,4,3.08,97,0,45.9,5,97,8.84,97,0.5,2.3,2.2,0.603,11.3
Honduras,777,0,73.2,159,4,3.14,92,0,45.1,5,93,8.4,93,0.6,2.3,2.3,0.597,11.1
Honduras,778,0,73,160,5,3.16,93,0,44.3,6,94,7.89,94,0.7,2.4,2.3,0.59,10.9
Honduras,779,0,72.8,161,5,3.23,94,0,43.5,6,94,7.63,95,0.8,2.4,2.4,0.583,10.8
Honduras,780,0,72.5,163,5,3.23,97,0,42.8,6,98,7.81,98,0.9,2.5,2.4,0.577,10.6
Honduras,781,0,72.2,165,5,3.02,93,0,42,7,94,7.89,94,1.2,2.6,2.5,0.571,10.4
Honduras,782,0,71.9,166,6,3.04,91,0,41.2,7,92,8.29,92,1.4,2.6,2.5,0.566,10.3
Honduras,783,0,71.6,169,6,3.09,94,0,40.4,7,95,7.28,95,1.5,2.7,2.6,0.561,10.1
Honduras,784,0,71.3,171,6,2.74,95,0,39.6,8,99,6.88,96,1.6,2.7,2.7,0.557,9.9
Honduras,785,0,71,174,6,2.61,93,0,38.8,8,88,6.63,94,1.7,2.8,2.7,0.551,9.8
India,786,0,68,184,957,3.07,79,79563,18.1,1200,84,4.69,85,0.2,26.8,27.4,0.607,11.6
India,787,0,67.6,187,1000,3.11,70,13822,17.5,1300,82,4.53,83,0.2,26.8,27.5,0.599,11.5
India,788,0,67.3,190,1100,3.1,73,18668,17,1400,79,4.39,82,0.2,26.9,27.6,0.59,11.3
India,789,0,66.8,193,1100,3,44,33634,16.4,1500,79,4.33,82,0.2,26.9,27.7,0.58,10.8
India,790,0,66.4,196,1200,2.77,38,31458,15.9,1600,76,4.28,79,0.2,27,27.8,0.569,10.4
India,791,0,66,200,1300,2.5,37,56188,15.4,1700,73,4.38,74,0.2,27,27.8,0.563,10.5
India,792,0,65.5,203,1300,1.93,29,44258,14.9,1800,69,4.34,70,0.3,27,27.9,0.556,10.2
India,793,0,65.2,206,1400,1.59,6,41144,14.4,1900,67,4.23,64,0.3,27.1,28,0.546,9.9
India,794,0,64.8,208,1500,1.37,6,64185,13.9,2000,66,4.25,65,0.3,27.1,28,0.536,9.7
India,795,0,64.4,211,1500,1.27,8,36711,13.5,2000,65,4.28,65,0.3,27.2,28.1,0.526,9.4
India,796,0,64,214,1600,1.2,6,55443,13,2100,58,4.22,63,0.3,27.2,28.2,0.518,9.2
Indonesia,797,0,68.9,179,119,0.09,78,12943,26.5,142,80,2.85,78,0.3,10.4,10.2,0.682,12.9
Indonesia,798,0,68.7,181,124,0.09,85,8419,25.6,148,86,2.93,85,0.3,10.5,10.3,0.677,12.9
Indonesia,799,0,68.5,183,129,0.08,83,15489,24.7,154,84,2.9,83,0.3,10.5,10.4,0.669,12.6
Indonesia,800,0,68.3,185,134,0.08,81,21893,23.8,161,81,2.71,81,0.3,10.6,10.5,0.662,12.3
Indonesia,801,0,68.1,187,138,0.08,83,18869,22.9,167,82,2.74,81,0.3,10.6,10.5,0.656,12.1
Indonesia,802,0,67.9,189,143,0.08,82,20818,22.1,174,85,2.83,78,0.3,10.7,10.6,0.645,11.7
Indonesia,803,0,67.7,189,149,0.07,82,15369,21.3,181,83,2.81,77,0.2,10.7,10.7,0.641,11.7
Indonesia,804,0,67.5,190,154,0.06,76,19456,20.5,188,77,3.1,73,0.2,10.8,10.7,0.638,11
Indonesia,805,0,67.3,191,159,0.06,66,20422,19.7,194,78,2.91,72,0.1,10.8,10.8,0.632,10.9
Indonesia,806,0,67.2,190,163,0.06,65,15853,19,201,79,2.79,72,0.1,10.9,10.9,0.629,11.1
Indonesia,807,0,65.3,213,174,0.06,64,29171,18.2,237,79,2.37,71,0.1,10.9,10.9,0.624,11
Indonesia,808,0,66.9,189,173,0.05,64,24457,17.5,215,80,2.53,71,0.1,10.9,11,0.613,10.8
Indonesia,809,0,66.7,189,177,0.05,63,14492,16.7,222,80,2.27,70,0.1,11,11.1,0.608,10.6
Indonesia,810,0,66.5,188,182,0.06,62,3825,16,229,77,2.23,76,0.1,11,11.1,0.604,10.6
Indonesia,811,0,66.3,188,187,0.06,65,3344,15.4,237,72,1.98,75,0.1,11,11.2,0.597,10.7
Iran(IslamicRepublicof),812,0,75.4,83,19,0.01,99,99,58.5,22,99,6.89,99,0.1,8.3,8.4,0.77,14.9
Iran(IslamicRepublicof),813,0,75.3,83,20,0.01,99,189,57.2,23,98,6.49,98,0.1,8.2,8.3,0.769,15
Iran(IslamicRepublicof),814,0,75.1,85,21,0.01,98,332,56,24,99,6.98,99,0.1,8,8.2,0.755,13.6
Iran(IslamicRepublicof),815,0,74.7,93,22,0.03,99,73,54.8,25,99,7.12,99,0.1,7.9,8.1,0.745,13.1
Iran(IslamicRepublicof),816,0,74.1,106,22,0.03,99,538,53.6,26,99,8.2,99,0.1,7.8,8,0.735,12.9
Iran(IslamicRepublicof),817,0,73.3,122,23,0.03,99,262,52.5,27,99,7.63,99,0.1,7.7,7.9,0.728,12.8
Iran(IslamicRepublicof),818,0,72.7,135,24,0.02,99,127,51.4,28,99,6.28,99,0.1,7.6,7.8,0.716,12.1
Iran(IslamicRepublicof),819,0,72.4,138,25,0.02,97,133,50.4,29,98,5.84,99,0.1,7.5,7.8,0.704,11.8
Iran(IslamicRepublicof),820,0,72.2,139,26,0.02,98,220,49.4,30,99,5.95,98,0.1,7.4,7.7,0.692,11.4
Iran(IslamicRepublicof),821,0,72,139,27,0.01,94,7,48.5,32,95,6.6,95,0.1,7.4,7.7,0.687,11.4
Iran(IslamicRepublicof),822,0,71.8,139,28,0.01,95,3,47.6,33,98,5.89,99,0.1,7.4,7.7,0.686,11.8
Iran(IslamicRepublicof),823,0,75,154,29,0.01,98,11644,46.9,35,99,5.42,99,0.1,7.5,7.7,0.679,11.8
Iran(IslamicRepublicof),824,0,71.2,142,31,0.01,99,9554,46.2,37,99,5.39,99,0.1,7.6,7.7,0.674,11.9
Iran(IslamicRepublicof),825,0,78,146,33,0.01,94,9582,45.5,40,95,5.2,96,0.1,7.7,7.8,0.666,11.6
Iran(IslamicRepublicof),826,0,73,150,35,0.01,99,11874,44.9,43,99,4.47,99,0.1,7.8,7.9,0.66,11.6
Iraq,827,0,67.9,199,32,0.01,62,1317,58.5,39,67,5.54,64,0.1,5.3,5.1,0.658,10.1
Iraq,828,0,69.5,170,32,0.01,66,669,57.8,39,70,5.92,68,0.1,5.3,5.1,0.659,10.3
Iraq,829,0,76,147,32,0.01,61,15,57.2,39,70,5.26,69,0.1,5.3,5.1,0.656,10.5
Iraq,830,0,77,144,32,0.17,77,15,56.5,39,80,3.32,79,0.1,5.3,5.1,0.649,10.4
Iraq,831,0,76,145,32,0.19,72,492,55.8,39,74,3.82,74,0.1,5.3,5.1,0.646,10.4
Iraq,832,0,74,148,32,0.2,75,30328,55.2,39,78,4.65,78,0.1,5.4,5.1,0.643,10.3
Iraq,833,0,69.3,167,32,0.17,66,5494,54.5,38,71,3.93,69,0.1,5.4,5.1,0.638,10.3
Iraq,834,0,65.9,227,31,0.14,56,230,53.8,38,74,3.69,57,0.1,5.4,5.1,0.636,10.2
Iraq,835,0,64.7,249,31,0.03,59,474,53.2,38,63,3,59,0.1,5.4,5.1,0.631,10.2
Iraq,836,0,66.8,209,31,0.18,65,908,52.5,37,69,4.13,65,0.1,5.4,5.2,0.628,10.1
Iraq,837,0,67.2,210,30,0.32,62,9081,51.9,37,69,5.61,74,0.1,5.4,5.2,0.603,9.8
Iraq,838,0,66.5,213,30,0.07,63,0,51.3,37,73,4.36,75,0.1,5.5,5.2,0.616,9.4
Ireland,839,1,81.2,66,0,10.75,95,33,62.1,0,96,7.78,96,0.1,0.3,0.2,0.91,18.6
Ireland,840,1,81,67,0,10.49,95,51,61.3,0,96,8.1,96,0.1,0.3,0.2,0.902,18.6
Ireland,841,1,85,69,0,11.49,95,107,60.5,0,95,8.32,95,0.1,0.3,0.2,0.895,18.5
Ireland,842,1,84,70,0,11.72,95,285,59.7,0,95,8.15,95,0.1,0.3,0.2,0.909,18.5
Ireland,843,1,86,68,0,11.88,46,443,58.9,0,94,8.76,94,0.1,0.3,0.2,0.907,18.2
Israel,844,0,82.2,60,1,2.62,97,6,64.6,1,95,7.81,95,0.1,1.2,1.1,0.895,16
Israel,845,0,82.1,61,1,2.69,97,50,64.2,1,96,7.89,96,0.1,1.2,1.1,0.891,15.9
Israel,846,0,81.8,60,1,2.78,97,211,63.8,1,94,7.73,94,0.1,1.2,1.1,0.889,15.9
Israel,847,0,81.8,61,1,2.67,98,70,63.4,1,94,7.39,94,0.1,1.2,1.1,0.883,15.8
Israel,848,0,81.7,61,1,2.63,97,23,63,1,95,7.36,95,0.1,1.2,1.1,0.878,15.7
Israel,849,0,81.5,63,1,2.55,98,5,62.6,1,96,7.46,96,0.1,1.2,1.1,0.876,15.6
Israel,850,0,81,65,1,2.47,99,931,62.1,1,94,7.33,94,0.1,1.1,1.1,0.877,15.8
Israel,851,0,84,68,1,2.33,99,539,61.6,1,95,7.37,95,0.1,1.1,1.1,0.872,15.7
Israel,852,0,84,68,1,2.23,96,9,61.1,1,94,7.38,95,0.1,1.1,1.1,0.87,15.7
Israel,853,0,80,71,1,2.41,96,2,60.6,1,95,7.44,93,0.1,1.1,1.1,0.866,15.8
Israel,854,0,81,69,1,2.23,99,116,60.1,1,95,7.35,95,0.1,1.1,1.1,0.863,15.9
Israel,855,0,79.7,71,1,2.32,98,124,59.6,1,93,7.44,93,0.1,1.1,1.1,0.863,16
Israel,856,0,79.3,74,1,2.47,98,2,59.2,1,91,7.49,90,0.1,1.1,1.1,0.855,15.3
Israel,857,0,79.3,74,1,2.53,96,19,58.7,1,93,7.61,92,0.1,1.1,1.1,0.85,15.1
Israel,858,0,78.9,76,1,2.53,98,36,58.3,1,93,7.13,93,0.1,1.1,1.1,0.845,15.2
Italy,859,1,82.5,57,2,7.56,95,0,63.1,2,95,9.25,95,0.1,0.6,0.6,0.877,16.3
Italy,860,1,82.3,58,2,7.35,96,0,62.6,2,96,9.22,96,0.1,0.5,0.6,0.876,16.5
Italy,861,1,82,60,2,7.49,96,376,62.1,2,96,9.28,97,0.1,0.5,0.6,0.877,16.6
Italy,862,1,82,60,2,6.98,96,5189,61.5,2,96,9.27,96,0.1,0.5,0.5,0.872,16.4
Italy,863,1,81.8,60,2,6.95,96,372,61,2,96,9.42,96,0.1,0.5,0.5,0.869,16.4
Italy,864,1,81.6,61,2,7.25,96,351,60.5,2,96,9.41,96,0.1,0.5,0.5,0.868,16.3
Italy,865,1,81.5,61,2,7.96,96,1617,59.9,2,96,8.89,96,0.1,0.5,0.5,0.866,16.3
Italy,866,1,81.3,63,2,8.37,97,321,59.4,2,97,8.48,97,0.1,0.5,0.5,0.862,16.1
Italy,867,1,81.2,65,2,8.44,96,439,58.8,2,97,8.82,96,0.1,0.5,0.5,0.856,16
Italy,868,1,88,66,2,8.65,96,135,58.2,2,97,8.71,95,0.1,0.5,0.5,0.851,15.8
Italy,869,1,89,66,2,8.98,96,599,57.6,3,97,8.49,94,0.1,0.5,0.5,0.846,15.6
Italy,870,1,79.9,72,2,9.3,95,10982,57,3,97,8.17,96,0.1,0.5,0.5,0.841,15.4
Italy,871,1,80,72,2,9.25,95,9385,56.4,3,96,8.23,93,0.1,0.5,0.5,0.836,15.2
Italy,872,1,79.8,75,2,9.69,95,0,55.7,3,96,8.11,93,0.1,0.5,0.5,0.828,14.9
Italy,873,1,79.4,77,3,9.78,94,1457,55,3,97,7.91,87,0.1,0.5,0.5,0.823,14.8
Jamaica,874,0,75.8,133,1,3.83,92,0,53.5,1,93,5.36,92,0.5,1.8,1.7,0.727,12.8
Jamaica,875,0,75.6,136,1,3.79,93,0,52.7,1,86,5.91,93,0.6,1.8,1.7,0.727,12.8
Jamaica,876,0,75.3,138,1,3.65,96,0,52,1,96,5.66,96,0.5,1.8,1.7,0.725,12.8
Jamaica,877,0,75.2,139,1,3.58,92,1,51.2,1,93,5.21,92,0.6,1.8,1.7,0.722,12.8
Jamaica,878,0,75,138,1,3.55,94,0,50.5,1,94,5.3,94,0.5,1.8,1.7,0.721,12.7
Jamaica,879,0,74.7,142,1,3.33,90,0,49.7,1,90,5.16,90,0.6,1.9,1.7,0.721,12.7
Jamaica,880,0,74.5,145,1,3.51,92,2,48.9,1,91,5.4,91,0.4,1.9,1.7,0.718,12.6
Jamaica,881,0,74.2,148,1,3.64,92,0,48.1,1,94,4.87,92,0.9,1.9,1.7,0.714,12.5
Jamaica,882,0,74,150,1,3.63,97,0,47.2,1,99,4.22,95,1.5,1.9,1.7,0.709,12.5
Jamaica,883,0,73.5,161,1,3.59,99,0,46.3,1,99,4.7,99,1.9,1.9,1.7,0.706,12.4
Jamaica,884,0,73.3,165,1,3.67,98,0,45.4,1,97,4.8,98,2.3,1.9,1.8,0.689,11.1
Jamaica,885,0,73.1,166,1,3.48,36,0,44.5,1,99,4.56,96,2.3,1.9,1.8,0.694,11.9
Jordan,886,0,74,113,4,0.41,98,20,64.8,4,98,7.45,98,0.1,3.9,3.9,0.737,13.1
Jordan,887,0,73.9,114,4,0.4,98,120,64,4,98,7.23,98,0.1,3.9,3.9,0.737,13.1
Jordan,888,0,73.7,115,4,0.41,98,3,63.2,4,98,8,98,0.1,3.9,3.9,0.735,12.9
Jordan,889,0,73.6,116,4,0.43,98,0,62.4,4,98,8.39,98,0.1,3.8,3.9,0.737,13.1
Jordan,890,0,73.4,117,4,0.51,98,0,61.7,4,98,8.42,98,0.1,3.8,3.8,0.739,13.2
Jordan,891,0,73.3,118,4,0.59,98,0,60.9,4,98,9.54,98,0.1,3.8,3.8,0.742,13.6
Jordan,892,0,73.1,119,4,0.61,97,2,60.1,4,98,8.78,97,0.1,3.8,3.8,0.739,13.6
Jordan,893,0,73,120,4,0.6,98,41,59.3,4,98,8.35,98,0.1,3.8,3.8,0.736,13.6
Jordan,894,0,72.8,121,4,0.59,98,1,58.6,4,98,8.8,98,0.1,3.9,3.8,0.733,13.7
Jordan,895,0,72.4,127,4,0.55,95,28,57.8,4,95,8.88,95,0.1,3.9,3.8,0.73,13.8
Jordan,896,0,72.5,125,4,0.54,95,21,57,4,95,9.5,95,0.1,3.9,3.8,0.723,13.5
Jordan,897,0,72.3,127,4,0.54,97,76,56.3,4,97,9.15,97,0.1,3.9,3.9,0.717,13.2
Jordan,898,0,72.1,129,4,0.54,95,19,55.5,4,95,9.68,95,0.1,3.9,3.9,0.712,13
Jordan,899,0,71.9,131,4,0.55,97,61,54.8,4,97,9.9,99,0.1,4,3.9,0.706,12.7
Jordan,900,0,71.7,133,4,0.49,93,32,54,4,94,9.65,91,0.1,4,4,0.7,12.6
Kazakhstan,901,0,69.9,202,5,6.29,95,321,52.3,5,95,4.36,95,0.1,2.4,2.5,0.789,15
Kazakhstan,902,0,69.5,208,5,6.48,99,73,51.4,6,98,4.3,98,0.1,2.4,2.5,0.782,15
Kazakhstan,903,0,69.1,214,6,6.82,95,55,50.6,7,98,4.32,99,0.1,2.4,2.5,0.774,14.7
Kazakhstan,904,0,68.5,224,7,6.63,99,127,49.9,7,99,4.6,99,0.1,2.3,2.5,0.766,14.4
Kazakhstan,905,0,67.8,236,7,6.83,99,4,49.2,8,98,4.42,99,0.1,2.3,2.5,0.763,14.5
Kazakhstan,906,0,67.8,235,7,6.64,99,0,48.5,8,99,4.13,98,0.1,2.3,2.5,0.758,14.6
Kazakhstan,907,0,66.6,258,8,7.6,99,20,47.9,9,99,3.65,99,0.1,2.4,2.5,0.758,14.6
Kazakhstan,908,0,65.3,288,8,7.44,94,13,47.3,9,94,3.19,93,0.1,2.4,2.5,0.754,14.7
Kazakhstan,909,0,65,295,8,7.08,99,109,46.8,9,99,3.73,99,0.1,2.4,2.5,0.747,14.3
Kazakhstan,910,0,64.6,294,8,6.94,94,16118,46.3,9,99,4.7,98,0.1,2.4,2.5,0.737,13.9
Kazakhstan,911,0,64.7,287,8,6.55,99,2204,45.8,9,99,3.95,82,0.1,2.5,2.6,0.725,13.5
Kazakhstan,912,0,64.4,282,8,6.58,99,24,45.3,9,99,3.7,99,0.1,2.5,2.6,0.714,13.1
Kazakhstan,913,0,64.7,276,8,5.99,95,18,44.8,9,95,3.61,95,0.1,2.6,2.6,0.7,12.7
Kazakhstan,914,0,64.4,284,8,5.75,95,94,44.4,10,95,3.47,95,0.1,2.6,2.7,0.685,12.3
Kazakhstan,915,0,63.9,292,9,6,99,245,43.9,10,96,4.16,97,0.1,2.7,2.7,0.676,12.1
Kenya,916,0,62.9,255,56,0.01,92,354,21.3,79,93,5.72,92,2.9,7.8,7.7,0.546,11.1
Kenya,917,0,62.6,258,58,1.84,93,190,20.7,81,94,5.57,87,3,7.9,7.7,0.541,11.1
Kenya,918,0,62.1,263,59,1.81,94,0,20.1,84,94,5.49,94,3,8,7.8,0.536,11.1
Kenya,919,0,61.2,278,60,1.8,96,2395,19.5,86,97,5.23,96,3.4,8.1,7.9,0.53,11.1
Kenya,920,0,63,294,61,1.73,90,95,18.9,89,90,3.97,90,4.3,8.2,8,0.523,11.1
Kenya,921,0,59.1,317,62,1.86,88,1218,18.4,91,89,4.17,88,5,8.2,8.1,0.514,10.7
Kenya,922,0,57.9,339,64,1.71,88,1282,17.9,95,88,3.9,88,6.4,8.3,8.2,0.506,10.4
Kenya,923,0,56.8,356,66,1.97,81,1516,17.3,100,76,4.8,81,9.1,8.4,8.3,0.494,10.1
Kenya,924,0,55.3,388,68,1.76,80,1847,16.9,104,77,4.24,80,10.3,8.5,8.4,0.483,9.7
Kenya,925,0,54.1,412,70,1.82,76,153,16.4,108,70,4.36,76,11.6,8.6,8.5,0.474,9.6
Kenya,926,0,53,432,72,1.43,73,20,15.9,112,73,4.29,73,13.2,8.7,8.6,0.461,8.9
Kenya,927,0,52.4,437,74,1.49,73,65,15.5,115,75,4.45,73,14.5,8.8,8.8,0.45,8.2
Kenya,928,0,52.1,437,76,1.66,84,766,15.1,118,83,4.54,84,15.7,8.9,8.9,0.451,8.5
Kiribati,929,0,66.1,200,0,0.01,75,0,77.1,0,79,10.21,75,0.1,0.1,0.1,0.597,11.9
Kiribati,930,0,65.8,202,0,0.01,95,0,76.7,0,91,10.15,95,0.1,0.1,0.1,0.589,11.9
Kiribati,931,0,65.7,204,0,0.01,94,0,76.2,0,92,10.37,94,0.1,0.1,0.1,0.581,11.9
Kiribati,932,0,65.5,206,0,0.53,95,0,75.7,0,95,10.42,99,0.1,0.1,0.1,0.585,11.9
Kiribati,933,0,65.3,207,0,0.48,91,0,75.2,0,95,10.52,91,0.1,0.1,0.1,0.584,11.9
Kiribati,934,0,65.2,208,0,0.54,86,0,74.6,0,84,12.24,86,0.1,0.1,0.1,0.576,11.9
Kiribati,935,0,65.1,210,0,0.46,83,0,74.1,0,74,12.23,82,0.1,0.2,0.1,0.572,11.6
Kiribati,936,0,65,211,0,0.68,96,0,73.4,0,93,13.66,94,0.1,0.2,0.1,0.574,11.8
Kiribati,937,0,65,212,0,0.76,88,0,72.8,0,86,10.93,86,0.1,0.2,0.1,0.576,12.1
Kuwait,938,0,74.6,82,0,0.01,96,55,70.8,1,94,3.4,95,0.1,3.4,3.4,0.787,13
